Transaction_ID,Date,Time,Outlet,Category,Product_Name,Quantity_Sold,Unit_Price_RM,Total_Revenue_RM,Payment_Method
TXN-50042,2025-01-01,12:38,Puncak Alam,Milk-based,Latte,1,11.0,11.0,Cash
TXN-50068,2025-01-01,12:39,Puncak Alam,Espresso-based,Americano,1,9.0,9.0,QR
TXN-50035,2025-01-01,12:49,Putrajaya,Milk-based,Mocha,1,12.0,12.0,Cash
TXN-50045,2025-01-01,12:50,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR
TXN-50059,2025-01-01,12:55,Puncak Alam,Espresso-based,Espresso,1,7.0,7.0,QR
TXN-50093,2025-01-01,12:58,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,3,14.0,42.0,Cash
TXN-50003,2025-01-01,13:16,Putrajaya,Milk-based,Latte,1,11.0,11.0,QR
TXN-50030,2025-01-01,13:31,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR
TXN-50054,2025-01-01,13:47,Puncak Alam,Milk-based,Caramel Macchiato,1,13.0,13.0,QR
TXN-50063,2025-01-01,14:14,Puncak Alam,Milk-based,Caramel Macchiato,1,13.0,13.0,QR
TXN-50001,2025-01-01,14:15,Putrajaya,Espresso-based,Espresso,1,7.0,7.0,Cash
TXN-50038,2025-01-01,14:40,Puncak Alam,Espresso-based,Espresso,2,7.0,14.0,QR
TXN-50008,2025-01-01,14:48,Putrajaya,Espresso-based,Espresso,2,7.0,14.0,QR
TXN-50092,2025-01-01,14:52,Puncak Alam,Espresso-based,Espresso,1,7.0,7.0,QR
TXN-50007,2025-01-01,14:58,Putrajaya,Milk-based,Mocha,1,12.0,12.0,Cash
TXN-50014,2025-01-01,15:01,Putrajaya,Espresso-based,Espresso,3,7.0,21.0,QR
TXN-50052,2025-01-01,15:02,Puncak Alam,Milk-based,Cappuccino,1,11.0,11.0,Cash
TXN-50010,2025-01-01,15:03,Putrajaya,Milk-based,Cappuccino,2,11.0,22.0,QR
TXN-50026,2025-01-01,15:13,Putrajaya,Milk-based,Mocha,1,12.0,12.0,Cash
TXN-50090,2025-01-01,15:17,Puncak Alam,Milk-based,Mocha,1,12.0,12.0,Cash
TXN-50005,2025-01-01,15:18,Putrajaya,Milk-based,Latte,1,11.0,11.0,QR
TXN-50051,2025-01-01,15:23,Puncak Alam,Milk-based,Latte,1,11.0,11.0,QR
TXN-50015,2025-01-01,15:27,Putrajaya,Milk-based,Mocha,1,12.0,12.0,QR
TXN-50066,2025-01-01,15:29,Puncak Alam,Milk-based,Caramel Macchiato,2,13.0,26.0,QR
TXN-50027,2025-01-01,15:35,Putrajaya,Milk-based,Latte,1,11.0,11.0,QR
TXN-50064,2025-01-01,15:36,Puncak Alam,Espresso-based,Americano,2,9.0,18.0,Cash
TXN-50085,2025-01-01,15:40,Puncak Alam,Milk-based,Latte,1,11.0,11.0,Cash
TXN-50070,2025-01-01,15:43,Puncak Alam,Espresso-based,Americano,1,9.0,9.0,Cash
TXN-50103,2025-01-01,15:43,Puncak Alam,Milk-based,Latte,1,11.0,11.0,QR
TXN-50105,2025-01-01,15:46,Puncak Alam,Milk-based,Caramel Macchiato,1,13.0,13.0,Cash
TXN-50012,2025-01-01,15:58,Putrajaya,Espresso-based,Americano,1,9.0,9.0,Cash
TXN-50047,2025-01-01,15:58,Puncak Alam,Milk-based,Caramel Macchiato,2,13.0,26.0,Cash
TXN-50061,2025-01-01,16:02,Puncak Alam,Milk-based,Latte,1,11.0,11.0,QR
TXN-50083,2025-01-01,16:14,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR
TXN-50102,2025-01-01,16:14,Puncak Alam,Espresso-based,Espresso,3,7.0,21.0,QR
TXN-50074,2025-01-01,16:27,Puncak Alam,Milk-based,Latte,3,11.0,33.0,QR
TXN-50049,2025-01-01,16:29,Puncak Alam,Espresso-based,Espresso,4,7.0,28.0,Cash
TXN-50097,2025-01-01,16:31,Puncak Alam,Milk-based,Cappuccino,2,11.0,22.0,QR
TXN-50046,2025-01-01,16:34,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR
TXN-50094,2025-01-01,16:34,Puncak Alam,Milk-based,Caramel Macchiato,1,13.0,13.0,QR
TXN-50086,2025-01-01,16:40,Puncak Alam,Milk-based,Mocha,1,12.0,12.0,QR
TXN-50036,2025-01-01,16:50,Putrajaya,Espresso-based,Americano,1,9.0,9.0,QR
TXN-50011,2025-01-01,16:53,Putrajaya,Milk-based,Latte,3,11.0,33.0,QR
TXN-50100,2025-01-01,17:01,Puncak Alam,Espresso-based,Americano,2,9.0,18.0,QR
TXN-50075,2025-01-01,17:02,Puncak Alam,Milk-based,Latte,2,11.0,22.0,Cash
TXN-50000,2025-01-01,17:11,Putrajaya,Milk-based,Latte,2,11.0,22.0,QR
TXN-50104,2025-01-01,17:16,Puncak Alam,Milk-based,Latte,1,11.0,11.0,Cash
TXN-50062,2025-01-01,17:20,Puncak Alam,Milk-based,Latte,2,11.0,22.0,QR
TXN-50004,2025-01-01,17:32,Putrajaya,Milk-based,Mocha,1,12.0,12.0,Cash
TXN-50067,2025-01-01,17:32,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,2,14.0,28.0,Cash
TXN-50096,2025-01-01,17:34,Puncak Alam,Milk-based,Latte,1,11.0,11.0,Cash
TXN-50034,2025-01-01,17:38,Putrajaya,Milk-based,Mocha,1,12.0,12.0,QR
TXN-50009,2025-01-01,17:44,Putrajaya,Milk-based,Latte,1,11.0,11.0,Cash
TXN-50029,2025-01-01,17:52,Putrajaya,Milk-based,Caramel Macchiato,1,13.0,13.0,QR
TXN-50024,2025-01-01,17:53,Putrajaya,Milk-based,Caramel Macchiato,1,13.0,13.0,QR
TXN-50080,2025-01-01,18:05,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,2,14.0,28.0,QR
TXN-50057,2025-01-01,18:07,Puncak Alam,Espresso-based,Americano,2,9.0,18.0,Cash
TXN-50018,2025-01-01,18:27,Putrajaya,Milk-based,Latte,2,11.0,22.0,QR
TXN-50095,2025-01-01,18:37,Puncak Alam,Espresso-based,Americano,1,9.0,9.0,QR
TXN-50060,2025-01-01,18:44,Puncak Alam,Espresso-based,Americano,2,9.0,18.0,QR
TXN-50055,2025-01-01,19:00,Puncak Alam,Milk-based,Cappuccino,2,11.0,22.0,Cash
TXN-50056,2025-01-01,19:06,Puncak Alam,Milk-based,Cappuccino,1,11.0,11.0,QR
TXN-50020,2025-01-01,19:19,Putrajaya,Espresso-based,Americano,3,9.0,27.0,Cash
TXN-50017,2025-01-01,19:30,Putrajaya,Espresso-based,Espresso,1,7.0,7.0,QR
TXN-50006,2025-01-01,19:33,Putrajaya,Milk-based,Caramel Macchiato,2,13.0,26.0,QR
TXN-50084,2025-01-01,19:44,Puncak Alam,Milk-based,Mocha,1,12.0,12.0,QR
TXN-50076,2025-01-01,19:54,Puncak Alam,Milk-based,Caramel Macchiato,2,13.0,26.0,Cash
TXN-50025,2025-01-01,20:04,Putrajaya,Espresso-based,Americano,1,9.0,9.0,QR
TXN-50053,2025-01-01,20:10,Puncak Alam,Milk-based,Latte,3,11.0,33.0,Cash
TXN-50065,2025-01-01,20:11,Puncak Alam,Milk-based,Cappuccino,2,11.0,22.0,QR
TXN-50082,2025-01-01,20:22,Puncak Alam,Espresso-based,Espresso,2,7.0,14.0,QR
TXN-50089,2025-01-01,20:22,Puncak Alam,Milk-based,Cappuccino,1,11.0,11.0,Cash
TXN-50040,2025-01-01,20:34,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,Cash
TXN-50058,2025-01-01,20:35,Puncak Alam,Milk-based,Caramel Macchiato,1,13.0,13.0,QR
TXN-50081,2025-01-01,20:47,Puncak Alam,Milk-based,Caramel Macchiato,1,13.0,13.0,QR
TXN-50098,2025-01-01,20:57,Puncak Alam,Espresso-based,Espresso,1,7.0,7.0,QR
TXN-50146,2025-01-02,09:06,Putrajaya,Espresso-based,Espresso,2,7.0,14.0,QR
TXN-50227,2025-01-02,09:10,Puncak Alam,Milk-based,Caramel Macchiato,1,13.0,13.0,Cash
TXN-50213,2025-01-02,09:28,Puncak Alam,Milk-based,Cappuccino,1,11.0,11.0,QR
TXN-50236,2025-01-02,09:28,Puncak Alam,Espresso-based,Espresso,1,7.0,7.0,Cash
TXN-50187,2025-01-02,09:29,Puncak Alam,Milk-based,Latte,1,11.0,11.0,Cash
TXN-50178,2025-01-02,09:38,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR
TXN-50192,2025-01-02,09:40,Puncak Alam,Milk-based,Mocha,2,12.0,24.0,QR
TXN-50164,2025-01-02,09:49,Putrajaya,Milk-based,Mocha,1,12.0,12.0,QR
TXN-50136,2025-01-02,09:53,Putrajaya,Milk-based,Caramel Macchiato,3,13.0,39.0,QR
TXN-50230,2025-01-02,09:53,Puncak Alam,Milk-based,Latte,2,11.0,22.0,QR
TXN-50154,2025-01-02,09:54,Putrajaya,Milk-based,Mocha,1,12.0,12.0,QR
TXN-50222,2025-01-02,09:56,Puncak Alam,Espresso-based,Espresso,1,7.0,7.0,Cash
TXN-50159,2025-01-02,10:07,Putrajaya,Milk-based,Caramel Macchiato,2,13.0,26.0,Cash
TXN-50144,2025-01-02,10:10,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR
TXN-50225,2025-01-02,10:12,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,3,14.0,42.0,QR
TXN-50191,2025-01-02,10:13,Puncak Alam,Milk-based,Latte,2,11.0,22.0,QR
TXN-50210,2025-01-02,10:28,Puncak Alam,Espresso-based,Americano,1,9.0,9.0,QR
TXN-50108,2025-01-02,10:36,Putrajaya,Espresso-based,Espresso,3,7.0,21.0,QR
TXN-50197,2025-01-02,10:40,Puncak Alam,Milk-based,Mocha,1,12.0,12.0,QR
TXN-50189,2025-01-02,10:41,Puncak Alam,Milk-based,Caramel Macchiato,2,13.0,26.0,QR
TXN-50204,2025-01-02,10:41,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,2,14.0,28.0,Cash
TXN-50233,2025-01-02,10:43,Puncak Alam,Milk-based,Caramel Macchiato,1,13.0,13.0,QR
TXN-50162,2025-01-02,10:44,Putrajaya,Milk-based,Caramel Macchiato,1,13.0,13.0,QR
TXN-50185,2025-01-02,10:51,Puncak Alam,Milk-based,Cappuccino,1,11.0,11.0,QR
TXN-50226,2025-01-02,11:06,Puncak Alam,Espresso-based,Espresso,1,7.0,7.0,QR
TXN-50158,2025-01-02,11:14,Putrajaya,Milk-based,Mocha,2,12.0,24.0,Cash
TXN-50200,2025-01-02,11:30,Puncak Alam,Espresso-based,Americano,3,9.0,27.0,QR
TXN-50195,2025-01-02,11:39,Puncak Alam,Espresso-based,Americano,1,9.0,9.0,Cash
TXN-50131,2025-01-02,11:40,Putrajaya,Milk-based,Latte,1,11.0,11.0,QR
TXN-50135,2025-01-02,11:40,Putrajaya,Espresso-based,Espresso,3,7.0,21.0,Cash
TXN-50156,2025-01-02,12:01,Putrajaya,Milk-based,Cappuccino,3,11.0,33.0,Cash
TXN-50211,2025-01-02,12:39,Puncak Alam,Milk-based,Caramel Macchiato,1,13.0,13.0,QR
TXN-50155,2025-01-02,12:41,Putrajaya,Espresso-based,Espresso,1,7.0,7.0,Cash
TXN-50205,2025-01-02,12:44,Puncak Alam,Milk-based,Latte,2,11.0,22.0,Cash
TXN-50229,2025-01-02,12:56,Puncak Alam,Milk-based,Latte,1,11.0,11.0,QR
TXN-50166,2025-01-02,12:58,Putrajaya,Milk-based,Caramel Macchiato,3,13.0,39.0,Cash
TXN-50174,2025-01-02,13:04,Putrajaya,Milk-based,Cappuccino,1,11.0,11.0,Cash
TXN-50202,2025-01-02,13:06,Puncak Alam,Milk-based,Caramel Macchiato,1,13.0,13.0,Cash
TXN-50181,2025-01-02,13:08,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR
TXN-50206,2025-01-02,13:15,Puncak Alam,Milk-based,Caramel Macchiato,1,13.0,13.0,Cash
TXN-50219,2025-01-02,13:15,Puncak Alam,Espresso-based,Americano,1,9.0,9.0,QR
TXN-50149,2025-01-02,13:17,Putrajaya,Milk-based,Latte,1,11.0,11.0,QR
TXN-50179,2025-01-02,13:25,Putrajaya,Milk-based,Latte,1,11.0,11.0,QR
TXN-50212,2025-01-02,13:35,Puncak Alam,Milk-based,Mocha,1,12.0,12.0,QR
TXN-50110,2025-01-02,13:40,Putrajaya,Milk-based,Caramel Macchiato,2,13.0,26.0,QR
TXN-50153,2025-01-02,13:40,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR
TXN-50117,2025-01-02,13:48,Putrajaya,Espresso-based,Espresso,2,7.0,14.0,Cash
TXN-50182,2025-01-02,13:48,Puncak Alam,Espresso-based,Americano,1,9.0,9.0,QR
TXN-50165,2025-01-02,13:49,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR
TXN-50160,2025-01-02,13:57,Putrajaya,Milk-based,Latte,1,11.0,11.0,Cash
TXN-50237,2025-01-02,14:04,Puncak Alam,Milk-based,Mocha,2,12.0,24.0,QR
TXN-50214,2025-01-02,14:07,Puncak Alam,Milk-based,Mocha,1,12.0,12.0,QR
TXN-50109,2025-01-02,14:16,Putrajaya,Milk-based,Mocha,1,12.0,12.0,QR
TXN-50196,2025-01-02,14:16,Puncak Alam,Espresso-based,Espresso,1,7.0,7.0,QR
TXN-50125,2025-01-02,14:23,Putrajaya,Milk-based,Latte,2,11.0,22.0,Cash
TXN-50138,2025-01-02,14:28,Putrajaya,Espresso-based,Espresso,1,7.0,7.0,Cash
TXN-50184,2025-01-02,14:30,Puncak Alam,Milk-based,Cappuccino,1,11.0,11.0,QR
TXN-50116,2025-01-02,14:32,Putrajaya,Milk-based,Mocha,1,12.0,12.0,QR
TXN-50140,2025-01-02,14:52,Putrajaya,Milk-based,Latte,1,11.0,11.0,Cash
TXN-50147,2025-01-02,14:53,Putrajaya,Milk-based,Cappuccino,1,11.0,11.0,Cash
TXN-50235,2025-01-02,14:57,Puncak Alam,Espresso-based,Espresso,1,7.0,7.0,QR
TXN-50124,2025-01-02,15:18,Putrajaya,Milk-based,Latte,1,11.0,11.0,Cash
TXN-50217,2025-01-02,15:19,Puncak Alam,Milk-based,Caramel Macchiato,1,13.0,13.0,QR
TXN-50203,2025-01-02,15:20,Puncak Alam,Milk-based,Caramel Macchiato,1,13.0,13.0,Cash
TXN-50112,2025-01-02,15:21,Putrajaya,Espresso-based,Espresso,2,7.0,14.0,QR
TXN-50151,2025-01-02,15:27,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR
TXN-50114,2025-01-02,15:30,Putrajaya,Milk-based,Latte,1,11.0,11.0,QR
TXN-50180,2025-01-02,15:31,Puncak Alam,Milk-based,Caramel Macchiato,1,13.0,13.0,QR
TXN-50234,2025-01-02,15:31,Puncak Alam,Espresso-based,Espresso,1,7.0,7.0,Cash
TXN-50232,2025-01-02,15:39,Puncak Alam,Milk-based,Latte,1,11.0,11.0,Cash
TXN-50132,2025-01-02,15:48,Putrajaya,Milk-based,Caramel Macchiato,1,13.0,13.0,Cash
TXN-50134,2025-01-02,15:49,Putrajaya,Milk-based,Latte,1,11.0,11.0,QR
TXN-50228,2025-01-02,15:56,Puncak Alam,Milk-based,Cappuccino,1,11.0,11.0,QR
TXN-50177,2025-01-02,16:00,Putrajaya,Espresso-based,Espresso,1,7.0,7.0,QR
TXN-50224,2025-01-02,16:01,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,2,14.0,28.0,Cash
TXN-50221,2025-01-02,16:04,Puncak Alam,Milk-based,Mocha,1,12.0,12.0,QR
TXN-50137,2025-01-02,16:09,Putrajaya,Milk-based,Caramel Macchiato,1,13.0,13.0,QR
TXN-50111,2025-01-02,16:11,Putrajaya,Espresso-based,Espresso,1,7.0,7.0,Cash
TXN-50115,2025-01-02,16:19,Putrajaya,Milk-based,Latte,1,11.0,11.0,Cash
TXN-50193,2025-01-02,16:26,Puncak Alam,Milk-based,Caramel Macchiato,1,13.0,13.0,QR
TXN-50215,2025-01-02,16:28,Puncak Alam,Espresso-based,Americano,2,9.0,18.0,QR
TXN-50169,2025-01-02,16:30,Putrajaya,Milk-based,Caramel Macchiato,1,13.0,13.0,Cash
TXN-50152,2025-01-02,16:44,Putrajaya,Milk-based,Caramel Macchiato,1,13.0,13.0,Cash
TXN-50118,2025-01-02,16:51,Putrajaya,Milk-based,Latte,2,11.0,22.0,Cash
TXN-50198,2025-01-02,16:57,Puncak Alam,Milk-based,Cappuccino,1,11.0,11.0,QR
TXN-50163,2025-01-02,17:02,Putrajaya,Milk-based,Mocha,1,12.0,12.0,Cash
TXN-50171,2025-01-02,17:12,Putrajaya,Milk-based,Latte,2,11.0,22.0,Cash
TXN-50216,2025-01-02,17:12,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR
TXN-50127,2025-01-02,17:19,Putrajaya,Milk-based,Caramel Macchiato,1,13.0,13.0,QR
TXN-50130,2025-01-02,17:21,Putrajaya,Milk-based,Cappuccino,1,11.0,11.0,QR
TXN-50133,2025-01-02,17:28,Putrajaya,Milk-based,Caramel Macchiato,2,13.0,26.0,QR
TXN-50141,2025-01-02,17:28,Putrajaya,Milk-based,Mocha,1,12.0,12.0,Cash
TXN-50199,2025-01-02,17:29,Puncak Alam,Milk-based,Caramel Macchiato,1,13.0,13.0,QR
TXN-50167,2025-01-02,17:40,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,Cash
TXN-50161,2025-01-02,17:42,Putrajaya,Milk-based,Mocha,1,12.0,12.0,QR
TXN-50194,2025-01-02,17:48,Puncak Alam,Espresso-based,Espresso,1,7.0,7.0,QR
TXN-50142,2025-01-02,17:58,Putrajaya,Milk-based,Mocha,1,12.0,12.0,QR
TXN-50220,2025-01-02,18:04,Puncak Alam,Milk-based,Caramel Macchiato,1,13.0,13.0,QR
TXN-50208,2025-01-02,18:09,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,2,14.0,28.0,Cash
TXN-50186,2025-01-02,18:12,Puncak Alam,Milk-based,Cappuccino,1,11.0,11.0,Cash
TXN-50106,2025-01-02,18:15,Putrajaya,Milk-based,Cappuccino,1,11.0,11.0,QR
TXN-50223,2025-01-02,18:19,Puncak Alam,Milk-based,Mocha,2,12.0,24.0,QR
TXN-50119,2025-01-02,18:21,Putrajaya,Milk-based,Caramel Macchiato,1,13.0,13.0,QR
TXN-50128,2025-01-02,18:21,Putrajaya,Espresso-based,Espresso,1,7.0,7.0,Cash
TXN-50188,2025-01-02,18:27,Puncak Alam,Milk-based,Cappuccino,2,11.0,22.0,QR
TXN-50126,2025-01-02,18:29,Putrajaya,Milk-based,Caramel Macchiato,1,13.0,13.0,Cash
TXN-50173,2025-01-02,18:35,Putrajaya,Espresso-based,Americano,2,9.0,18.0,Cash
TXN-50129,2025-01-02,18:39,Putrajaya,Milk-based,Caramel Macchiato,1,13.0,13.0,QR
TXN-50218,2025-01-02,18:39,Puncak Alam,Espresso-based,Espresso,1,7.0,7.0,QR
TXN-50190,2025-01-02,19:06,Puncak Alam,Espresso-based,Americano,1,9.0,9.0,QR
TXN-50231,2025-01-02,19:11,Puncak Alam,Milk-based,Caramel Macchiato,1,13.0,13.0,QR
TXN-50175,2025-01-02,19:12,Putrajaya,Espresso-based,Americano,1,9.0,9.0,QR
TXN-50145,2025-01-02,19:14,Putrajaya,Milk-based,Latte,1,11.0,11.0,QR
TXN-50168,2025-01-02,19:15,Putrajaya,Milk-based,Latte,2,11.0,22.0,Cash
TXN-50143,2025-01-02,19:20,Putrajaya,Milk-based,Caramel Macchiato,1,13.0,13.0,QR
TXN-50207,2025-01-02,19:20,Puncak Alam,Milk-based,Cappuccino,1,11.0,11.0,QR
TXN-50120,2025-01-02,19:30,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,2,14.0,28.0,QR
TXN-50148,2025-01-02,19:30,Putrajaya,Espresso-based,Americano,1,9.0,9.0,QR
TXN-50122,2025-01-02,19:31,Putrajaya,Milk-based,Cappuccino,4,11.0,44.0,QR
TXN-50139,2025-01-02,19:34,Putrajaya,Milk-based,Mocha,2,12.0,24.0,Cash
TXN-50157,2025-01-02,19:35,Putrajaya,Milk-based,Latte,1,11.0,11.0,Cash
TXN-50113,2025-01-02,19:38,Putrajaya,Milk-based,Caramel Macchiato,1,13.0,13.0,Cash
TXN-50172,2025-01-02,19:39,Putrajaya,Milk-based,Caramel Macchiato,1,13.0,13.0,QR
TXN-50123,2025-01-02,19:42,Putrajaya,Milk-based,Mocha,2,12.0,24.0,QR
TXN-50150,2025-01-02,19:50,Putrajaya,Espresso-based,Americano,1,9.0,9.0,QR
TXN-50107,2025-01-02,20:04,Putrajaya,Milk-based,Caramel Macchiato,1,13.0,13.0,Cash
TXN-50170,2025-01-02,20:06,Putrajaya,Espresso-based,Americano,1,9.0,9.0,QR
TXN-50201,2025-01-02,20:08,Puncak Alam,Milk-based,Latte,1,11.0,11.0,Cash
TXN-50183,2025-01-02,20:14,Puncak Alam,Milk-based,Caramel Macchiato,1,13.0,13.0,QR
TXN-50176,2025-01-02,20:30,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR
TXN-50121,2025-01-02,20:58,Putrajaya,Espresso-based,Espresso,1,7.0,7.0,QR
TXN-50209,2025-01-02,20:59,Puncak Alam,Espresso-based,Americano,1,9.0,9.0,QR
TXN-50270,2025-01-03,09:03,Putrajaya,Milk-based,Cappuccino,1,11.0,11.0,QR
TXN-50254,2025-01-03,09:10,Putrajaya,Espresso-based,Espresso,1,7.0,7.0,Cash
TXN-50275,2025-01-03,09:10,Putrajaya,Milk-based,Cappuccino,1,11.0,11.0,Cash
TXN-50259,2025-01-03,09:19,Putrajaya,Milk-based,Caramel Macchiato,3,13.0,39.0,QR
TXN-50291,2025-01-03,09:25,Puncak Alam,Milk-based,Latte,2,11.0,22.0,QR
TXN-50288,2025-01-03,09:27,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,2,14.0,28.0,Cash
TXN-50286,2025-01-03,09:43,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR
TXN-50294,2025-01-03,10:01,Puncak Alam,Milk-based,Mocha,1,12.0,12.0,QR
TXN-50257,2025-01-03,10:11,Putrajaya,Milk-based,Mocha,1,12.0,12.0,QR
TXN-50273,2025-01-03,10:22,Putrajaya,Milk-based,Cappuccino,1,11.0,11.0,QR
TXN-50304,2025-01-03,10:27,Puncak Alam,Espresso-based,Americano,1,9.0,9.0,QR
TXN-50309,2025-01-03,10:27,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,2,14.0,28.0,Cash
TXN-50240,2025-01-03,10:29,Putrajaya,Espresso-based,Espresso,1,7.0,7.0,QR
TXN-50310,2025-01-03,10:46,Puncak Alam,Espresso-based,Americano,1,9.0,9.0,Cash
TXN-50302,2025-01-03,10:47,Puncak Alam,Espresso-based,Americano,1,9.0,9.0,QR
TXN-50280,2025-01-03,10:50,Putrajaya,Espresso-based,Espresso,1,7.0,7.0,Cash
TXN-50247,2025-01-03,10:56,Putrajaya,Milk-based,Latte,1,11.0,11.0,QR
TXN-50321,2025-01-03,10:56,Puncak Alam,Milk-based,Caramel Macchiato,1,13.0,13.0,QR
TXN-50251,2025-01-03,10:57,Putrajaya,Milk-based,Cappuccino,1,11.0,11.0,QR
TXN-50265,2025-01-03,10:57,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR
TXN-50308,2025-01-03,10:58,Puncak Alam,Milk-based,Latte,1,11.0,11.0,QR
TXN-50322,2025-01-03,11:09,Puncak Alam,Espresso-based,Espresso,1,7.0,7.0,Cash
TXN-50316,2025-01-03,11:11,Puncak Alam,Milk-based,Cappuccino,1,11.0,11.0,Cash
TXN-50314,2025-01-03,11:15,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,2,14.0,28.0,QR
TXN-50245,2025-01-03,11:24,Putrajaya,Espresso-based,Espresso,2,7.0,14.0,Cash
TXN-50242,2025-01-03,11:28,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,Cash
TXN-50284,2025-01-03,11:51,Putrajaya,Milk-based,Latte,2,11.0,22.0,QR
